Ensembl_gene_identifier	length
ENSG00000222281	271
ENSG00000222282	95
ENSG00000222285	107
ENSG00000222287	99
ENSG00000222293	191
ENSG00000222297	100
ENSG00000222300	188
ENSG00000222302	125
ENSG00000222303	100
ENSG00000222305	140
ENSG00000222308	127
ENSG00000222312	128
ENSG00000222313	285
ENSG00000222314	104
ENSG00000222317	109
ENSG00000222320	107
ENSG00000222321	80
ENSG00000222327	104
ENSG00000222328	191
ENSG00000222329	104
ENSG00000222335	105
ENSG00000222337	352
ENSG00000222338	106
ENSG00000222343	293
ENSG00000222344	108
ENSG00000222345	76
ENSG00000222346	113
ENSG00000222351	107
ENSG00000222352	301
ENSG00000222355	189
ENSG00000222356	105
ENSG00000222357	191
ENSG00000222359	104
ENSG00000222361	97
ENSG00000222363	124
ENSG00000222365	91
ENSG00000222370	131
ENSG00000222371	330
ENSG00000222375	354
ENSG00000222376	315
ENSG00000222378	133
ENSG00000222383	136
ENSG00000222385	326
ENSG00000222386	332
ENSG00000222389	189
ENSG00000222394	109
ENSG00000222395	100
ENSG00000222397	302
ENSG00000222398	106
ENSG00000222399	104
ENSG00000222404	352
ENSG00000222405	140
ENSG00000222407	111
ENSG00000222412	95
ENSG00000222413	302
ENSG00000222414	191
ENSG00000222416	108
ENSG00000222418	84
ENSG00000222419	115
ENSG00000222421	109
ENSG00000222426	143
ENSG00000222427	85
ENSG00000222428	138
ENSG00000222429	104
ENSG00000222430	100
ENSG00000222431	105
ENSG00000222432	113
ENSG00000222436	342
ENSG00000222438	102
ENSG00000222439	111
ENSG00000222440	191
ENSG00000222445	331
ENSG00000222448	321
ENSG00000222449	106
ENSG00000222451	310
ENSG00000222452	314
ENSG00000222455	111
ENSG00000222457	99
ENSG00000222459	113
ENSG00000222460	320
ENSG00000222465	180
ENSG00000222467	92
ENSG00000222468	106
ENSG00000222472	285
ENSG00000222477	195
ENSG00000222486	91
ENSG00000222488	100
ENSG00000222489	148
ENSG00000222490	100
ENSG00000222496	320
ENSG00000222499	355
ENSG00000222500	110
ENSG00000222501	230
ENSG00000222503	108
ENSG00000222506	102
ENSG00000222509	105
ENSG00000222511	103
ENSG00000222514	62
ENSG00000222515	375
ENSG00000222520	110
ENSG00000222522	108
ENSG00000222524	316
ENSG00000222529	98
ENSG00000222532	86
ENSG00000222533	104
ENSG00000222536	198
ENSG00000222543	288
ENSG00000222544	107
ENSG00000222546	137
ENSG00000222552	87
ENSG00000222558	104
ENSG00000222560	137
ENSG00000222561	104
ENSG00000222574	295
ENSG00000222578	108
ENSG00000222579	95
ENSG00000222581	186
ENSG00000222582	161
ENSG00000222583	315
ENSG00000222585	129
ENSG00000222588	129
ENSG00000222589	292
ENSG00000222592	100
ENSG00000222594	305
ENSG00000222598	184
ENSG00000222601	89
ENSG00000222604	110
ENSG00000222607	107
ENSG00000222608	117
ENSG00000222609	143
ENSG00000222610	103
ENSG00000222612	190
ENSG00000222613	103
ENSG00000222614	108
ENSG00000222616	333
ENSG00000222617	310
ENSG00000222623	104
ENSG00000222624	191
ENSG00000222626	191
ENSG00000222627	177
ENSG00000222629	113
ENSG00000222630	301
ENSG00000222635	110
ENSG00000222636	269
ENSG00000222640	197
ENSG00000222644	136
ENSG00000222649	95
ENSG00000222650	179
ENSG00000222652	107
ENSG00000222658	97
ENSG00000222659	190
ENSG00000222663	137
ENSG00000222664	291
ENSG00000222666	213
ENSG00000222667	107
ENSG00000222675	123
ENSG00000222678	298
ENSG00000222679	107
ENSG00000222682	119
ENSG00000222685	273
ENSG00000222686	173
ENSG00000222691	104
ENSG00000222693	341
ENSG00000222698	95
ENSG00000222701	117
ENSG00000222704	298
ENSG00000222705	322
ENSG00000222706	242
ENSG00000222713	304
ENSG00000222714	309
ENSG00000222715	80
ENSG00000222721	317
ENSG00000222724	194
ENSG00000222726	178
ENSG00000222727	131
ENSG00000222733	97
ENSG00000222736	122
ENSG00000222740	109
ENSG00000222741	99
ENSG00000222743	104
ENSG00000222744	305
ENSG00000222747	110
ENSG00000222750	138
ENSG00000222755	293
ENSG00000222760	140
ENSG00000222761	106
ENSG00000222764	272
ENSG00000222765	196
ENSG00000222767	95
ENSG00000222774	305
ENSG00000222777	141
ENSG00000222778	116
ENSG00000222783	328
ENSG00000222784	288
ENSG00000222788	79
ENSG00000222790	122
ENSG00000222791	97
ENSG00000222792	104
ENSG00000222795	133
ENSG00000222796	94
ENSG00000222800	191
ENSG00000222806	135
ENSG00000222808	114
ENSG00000222810	191
ENSG00000222821	139
ENSG00000222826	299
ENSG00000222831	61
ENSG00000222832	112
ENSG00000222835	110
ENSG00000222838	107
ENSG00000222842	300
ENSG00000222844	106
ENSG00000222845	300
ENSG00000222849	96
ENSG00000222852	90
ENSG00000222854	110
ENSG00000222858	92
ENSG00000222859	300
ENSG00000222862	100
ENSG00000222869	100
ENSG00000222870	106
ENSG00000222872	126
ENSG00000222874	340
ENSG00000222880	278
ENSG00000222881	107
ENSG00000222883	90
ENSG00000222889	272
ENSG00000222890	103
ENSG00000222895	100
ENSG00000222898	333
ENSG00000222909	107
ENSG00000222915	104
ENSG00000222920	106
ENSG00000222921	118
ENSG00000222922	112
ENSG00000222923	178
ENSG00000222924	104
ENSG00000222931	307
ENSG00000222932	93
ENSG00000222934	343
ENSG00000222937	70
ENSG00000222940	104
ENSG00000222941	88
ENSG00000222942	305
ENSG00000222950	283
ENSG00000222952	101
ENSG00000222955	111
ENSG00000222958	80
ENSG00000222960	104
ENSG00000222966	126
ENSG00000222969	358
ENSG00000222971	105
ENSG00000222972	105
ENSG00000222973	191
ENSG00000222974	263
ENSG00000222976	284
ENSG00000222979	285
ENSG00000222982	312
ENSG00000222983	133
ENSG00000222985	191
ENSG00000222986	116
ENSG00000222987	307
ENSG00000222990	166
ENSG00000222997	96
ENSG00000222998	333
ENSG00000223001	191
ENSG00000223003	108
ENSG00000223004	68
ENSG00000223006	307
ENSG00000223007	292
ENSG00000223012	289
ENSG00000223013	104
ENSG00000223015	103
ENSG00000223019	107
ENSG00000223023	108
ENSG00000223024	107
ENSG00000223026	308
ENSG00000223027	141
ENSG00000223037	106
ENSG00000223039	316
ENSG00000223040	279
ENSG00000223042	305
ENSG00000223044	103
ENSG00000223046	108
ENSG00000223047	108
ENSG00000223056	291
ENSG00000223060	95
ENSG00000223062	106
ENSG00000223064	105
ENSG00000223075	300
ENSG00000223076	127
ENSG00000223078	174
ENSG00000223080	88
ENSG00000223086	129
ENSG00000223087	105
ENSG00000223088	267
ENSG00000223092	107
ENSG00000223096	104
ENSG00000223107	163
ENSG00000223109	61
ENSG00000223111	201
ENSG00000223113	105
ENSG00000223117	341
ENSG00000223118	315
ENSG00000223120	316
ENSG00000223125	191
ENSG00000223126	309
ENSG00000223128	284
ENSG00000223131	104
ENSG00000223136	303
ENSG00000223138	102
ENSG00000223142	327
ENSG00000223145	318
ENSG00000223152	86
ENSG00000223156	162
ENSG00000223158	118
ENSG00000223162	115
ENSG00000223168	328
ENSG00000223169	97
ENSG00000223174	351
ENSG00000223175	107
ENSG00000223177	120
ENSG00000223179	98
ENSG00000223181	104
ENSG00000223188	107
ENSG00000223189	104
ENSG00000223190	284
ENSG00000223191	106
ENSG00000223197	100
ENSG00000223198	212
ENSG00000223202	282
ENSG00000223203	103
ENSG00000223208	104
ENSG00000223212	161
ENSG00000223215	108
ENSG00000223217	103
ENSG00000223220	95
ENSG00000223223	327
ENSG00000223224	86
ENSG00000223225	104
ENSG00000223229	312
ENSG00000223238	99
ENSG00000223245	118
ENSG00000223247	191
ENSG00000223254	107
ENSG00000223256	104
ENSG00000223258	105
ENSG00000223259	119
ENSG00000223260	351
ENSG00000223262	114
ENSG00000223263	105
ENSG00000223265	103
ENSG00000223269	315
ENSG00000223271	100
ENSG00000223273	298
ENSG00000223274	120
ENSG00000223274	120
ENSG00000223280	103
ENSG00000223281	318
ENSG00000223282	356
ENSG00000223284	109
ENSG00000223287	107
ENSG00000223290	122
ENSG00000223293	118
ENSG00000223294	77
ENSG00000223298	126
ENSG00000223299	328
ENSG00000223300	105
ENSG00000223302	108
ENSG00000223305	334
ENSG00000223306	106
ENSG00000223308	320
ENSG00000223309	104
ENSG00000223313	104
ENSG00000223315	298
ENSG00000223318	101
ENSG00000223321	296
ENSG00000223324	314
ENSG00000223327	189
ENSG00000223330	104
ENSG00000223335	107
ENSG00000223336	190
ENSG00000223341	358
ENSG00000223342	933
ENSG00000223343	782
ENSG00000223344	780
ENSG00000223345	756
ENSG00000223349	1087
ENSG00000223350	409
ENSG00000223351	648
ENSG00000223353	791
ENSG00000223356	433
ENSG00000223358	1632
ENSG00000223360	399
ENSG00000223361	930
ENSG00000223362	1570
ENSG00000223368	614
ENSG00000223373	596
ENSG00000223374	442
ENSG00000223375	216
ENSG00000223377	275
ENSG00000223379	492
ENSG00000223381	480
ENSG00000223382	1646
ENSG00000223383	364
ENSG00000223387	3667
ENSG00000223389	614
ENSG00000223390	762
ENSG00000223391	111
ENSG00000223392	895
ENSG00000223393	794
ENSG00000223394	333
ENSG00000223395	280
ENSG00000223396	3018
ENSG00000223398	466
ENSG00000223400	346
ENSG00000223402	348
ENSG00000223403	3212
ENSG00000223404	634
ENSG00000223406	483
ENSG00000223407	695
ENSG00000223409	557
ENSG00000223410	426
ENSG00000223416	348
ENSG00000223417	2164
ENSG00000223418	1468
ENSG00000223419	388
ENSG00000223421	1363
ENSG00000223422	662
ENSG00000223427	708
ENSG00000223428	350
ENSG00000223429	841
ENSG00000223430	415
ENSG00000223431	482
ENSG00000223432	310
ENSG00000223433	171
ENSG00000223436	526
ENSG00000223437	114
ENSG00000223438	681
ENSG00000223440	2582
ENSG00000223442	1081
ENSG00000223443	1910
ENSG00000223445	846
ENSG00000223446	238
ENSG00000223450	371
ENSG00000223452	270
ENSG00000223455	180
ENSG00000223457	984
ENSG00000223458	321
ENSG00000223459	2233
ENSG00000223460	1008
ENSG00000223461	582
ENSG00000223462	425
ENSG00000223466	850
ENSG00000223467	433
ENSG00000223469	394
ENSG00000223470	631
ENSG00000223475	552
ENSG00000223476	344
ENSG00000223478	544
ENSG00000223479	819
ENSG00000223482	6851
ENSG00000223484	880
ENSG00000223484	880
ENSG00000223485	1054
ENSG00000223486	2691
ENSG00000223487	285
ENSG00000223488	2060
ENSG00000223489	2629
ENSG00000223490	400
ENSG00000223492	1620
ENSG00000223495	318
ENSG00000223496	5153
ENSG00000223497	377
ENSG00000223498	871
ENSG00000223500	1242
ENSG00000223501	4503
ENSG00000223502	421
ENSG00000223503	662
ENSG00000223504	492
ENSG00000223505	328
ENSG00000223506	956
ENSG00000223508	1023
ENSG00000223509	2846
ENSG00000223510	779
ENSG00000223511	1001
ENSG00000223511	1001
ENSG00000223513	245
ENSG00000223514	78
ENSG00000223516	443
ENSG00000223517	540
ENSG00000223518	2629
ENSG00000223519	3525
ENSG00000223522	2110
ENSG00000223523	797
ENSG00000223525	737
ENSG00000223528	4231
ENSG00000223529	1388
ENSG00000223530	525
ENSG00000223534	552
ENSG00000223536	710
ENSG00000223537	382
ENSG00000223538	271
ENSG00000223539	230
ENSG00000223540	388
ENSG00000223542	631
ENSG00000223543	588
ENSG00000223544	233
ENSG00000223546	4077
ENSG00000223547	6620
ENSG00000223548	923
ENSG00000223549	1594
ENSG00000223550	282
ENSG00000223551	618
ENSG00000223552	656
ENSG00000223553	3971
ENSG00000223554	298
ENSG00000223555	407
ENSG00000223558	719
ENSG00000223559	2884
ENSG00000223561	2968
ENSG00000223563	361
ENSG00000223564	504
ENSG00000223565	988
ENSG00000223566	2714
ENSG00000223568	1146
ENSG00000223569	1680
ENSG00000223570	352
ENSG00000223571	651
ENSG00000223571	651
ENSG00000223572	3109
ENSG00000223573	4429
ENSG00000223574	678
ENSG00000223575	957
ENSG00000223576	444
ENSG00000223581	436
ENSG00000223583	535
ENSG00000223584	639
ENSG00000223586	1364
ENSG00000223587	590
ENSG00000223589	340
ENSG00000223591	1620
ENSG00000223592	1155
ENSG00000223593	916
ENSG00000223595	622
ENSG00000223597	577
ENSG00000223598	853
ENSG00000223599	1309
ENSG00000223600	207
ENSG00000223601	1208
ENSG00000223602	1403
ENSG00000223603	625
ENSG00000223604	531
ENSG00000223605	265
ENSG00000223608	424
ENSG00000223609	1270
ENSG00000223611	2409
ENSG00000223612	519
ENSG00000223614	1570
ENSG00000223615	171
ENSG00000223617	1337
ENSG00000223619	491
ENSG00000223620	1102
ENSG00000223621	646
ENSG00000223622	582
ENSG00000223623	430
ENSG00000223624	140
ENSG00000223625	321
ENSG00000223626	657
ENSG00000223628	154
ENSG00000223629	285
ENSG00000223631	1861
ENSG00000223634	533
ENSG00000223635	591
ENSG00000223636	207
ENSG00000223637	940
ENSG00000223638	1035
ENSG00000223640	333
ENSG00000223641	166
ENSG00000223642	1512
ENSG00000223643	837
ENSG00000223646	1188
ENSG00000223647	418
ENSG00000223648	431
ENSG00000223649	491
ENSG00000223650	2387
ENSG00000223651	2267
ENSG00000223652	1020
ENSG00000223653	2277
ENSG00000223655	573
ENSG00000223656	572
ENSG00000223657	274
ENSG00000223658	1172
ENSG00000223660	410
ENSG00000223662	840
ENSG00000223663	367
ENSG00000223665	536
ENSG00000223668	1378
ENSG00000223669	739
ENSG00000223671	338
ENSG00000223672	645
ENSG00000223675	2171
ENSG00000223676	354
ENSG00000223677	928
ENSG00000223678	353
ENSG00000223679	258
ENSG00000223683	595
ENSG00000223684	591
ENSG00000223685	1183
ENSG00000223688	366
ENSG00000223691	1978
ENSG00000223692	428
ENSG00000223694	1137
ENSG00000223695	510
ENSG00000223697	1483
ENSG00000223698	1298
ENSG00000223701	605
ENSG00000223702	429
ENSG00000223703	2395
ENSG00000223704	6043
ENSG00000223705	4822
ENSG00000223707	730
ENSG00000223709	1330
ENSG00000223710	145
ENSG00000223711	1041
ENSG00000223714	835
ENSG00000223715	1040
ENSG00000223716	399
ENSG00000223717	1187
ENSG00000223718	609
ENSG00000223719	432
ENSG00000223720	651
ENSG00000223721	722
ENSG00000223722	402
ENSG00000223723	1230
ENSG00000223724	1977
ENSG00000223725	1284
ENSG00000223726	578
ENSG00000223727	1337
ENSG00000223728	1398
ENSG00000223729	743
ENSG00000223730	925
ENSG00000223731	2618
ENSG00000223732	315
ENSG00000223733	526
ENSG00000223734	573
ENSG00000223735	913
ENSG00000223738	2205
ENSG00000223739	306
ENSG00000223740	686
ENSG00000223741	1109
ENSG00000223742	756
ENSG00000223744	1034
ENSG00000223745	4786
ENSG00000223746	299
ENSG00000223749	1678
ENSG00000223750	1216
ENSG00000223751	535
ENSG00000223753	670
ENSG00000223754	543
ENSG00000223756	3666
ENSG00000223760	2252
ENSG00000223761	168
ENSG00000223764	4152
ENSG00000223765	452
ENSG00000223768	7619
ENSG00000223770	2651
ENSG00000223772	720
ENSG00000223773	5921
ENSG00000223773	5921
ENSG00000223774	671
ENSG00000223776	1457
ENSG00000223777	434
ENSG00000223779	869
ENSG00000223782	247
ENSG00000223783	943
ENSG00000223784	4118
ENSG00000223786	669
ENSG00000223787	346
ENSG00000223788	559
ENSG00000223791	778
ENSG00000223794	349
ENSG00000223795	450
ENSG00000223797	2961
ENSG00000223799	2228
ENSG00000223800	316
ENSG00000223802	3753
ENSG00000223803	360
ENSG00000223804	1107
ENSG00000223806	1972
ENSG00000223807	400
ENSG00000223808	677
ENSG00000223809	250
ENSG00000223810	1390
ENSG00000223811	507
ENSG00000223812	2535
ENSG00000223813	1440
ENSG00000223814	407
ENSG00000223815	367
ENSG00000223816	355
ENSG00000223817	378
ENSG00000223819	482
ENSG00000223820	2695
ENSG00000223821	370
ENSG00000223822	739
ENSG00000223823	1620
ENSG00000223824	505
ENSG00000223825	503
ENSG00000223826	390
ENSG00000223828	270
ENSG00000223829	1537
ENSG00000223831	249
ENSG00000223834	1038
ENSG00000223836	379
ENSG00000223837	338
ENSG00000223838	566
ENSG00000223839	7923
ENSG00000223841	1884
ENSG00000223842	1126
ENSG00000223843	2656
ENSG00000223845	941
ENSG00000223847	493
ENSG00000223849	348
ENSG00000223850	1039
ENSG00000223855	3506
ENSG00000223856	597
ENSG00000223859	567
ENSG00000223861	495
ENSG00000223863	572
ENSG00000223864	712
ENSG00000223865	2791
ENSG00000223866	391
ENSG00000223867	333
ENSG00000223869	418
ENSG00000223870	291
ENSG00000223872	546
ENSG00000223873	459
ENSG00000223874	393
ENSG00000223875	1493
ENSG00000223876	247
ENSG00000223877	622
ENSG00000223878	489
ENSG00000223880	387
ENSG00000223881	363
ENSG00000223882	469
ENSG00000223883	627
ENSG00000223884	1586
ENSG00000223885	1395
ENSG00000223886	463
ENSG00000223889	361
ENSG00000223890	200
ENSG00000223891	2186
ENSG00000223893	2190
ENSG00000223896	1163
ENSG00000223897	137
ENSG00000223899	948
ENSG00000223901	1117
ENSG00000223903	416
ENSG00000223904	598
ENSG00000223905	664
ENSG00000223906	467
ENSG00000223908	306
ENSG00000223910	1932
ENSG00000223911	412
ENSG00000223912	1351
ENSG00000223914	5451
ENSG00000223915	556
ENSG00000223916	515
ENSG00000223917	744
ENSG00000223918	224
ENSG00000223920	715
ENSG00000223921	902
ENSG00000223922	1223
ENSG00000223923	568
ENSG00000223928	947
ENSG00000223930	2784
ENSG00000223931	345
ENSG00000223935	895
ENSG00000223940	1448
ENSG00000223941	578
ENSG00000223942	359
ENSG00000223944	596
ENSG00000223945	870
ENSG00000223946	161
ENSG00000223947	3485
ENSG00000223948	423
ENSG00000223949	3544
ENSG00000223951	258
ENSG00000223953	1540
ENSG00000223955	424
ENSG00000223956	545
ENSG00000223958	759
ENSG00000223959	9532
ENSG00000223960	4001
ENSG00000223962	241
ENSG00000223963	2115
ENSG00000223965	1386
ENSG00000223966	337
ENSG00000223967	136
ENSG00000223968	255
ENSG00000223969	616
ENSG00000223970	1010
ENSG00000223972	1735
ENSG00000223973	1241
ENSG00000223974	569
ENSG00000223975	280
ENSG00000223976	416
ENSG00000223977	216
ENSG00000223978	1276
ENSG00000223979	564
ENSG00000223982	333
ENSG00000223984	1695
ENSG00000223985	510
ENSG00000223986	323
ENSG00000223987	435
ENSG00000223989	424
ENSG00000223991	2345
ENSG00000223993	403
ENSG00000223995	394
ENSG00000223997	8
ENSG00000223999	451
ENSG00000224000	658
ENSG00000224001	555
ENSG00000224003	1628
ENSG00000224004	895
ENSG00000224007	1024
ENSG00000224008	2290
ENSG00000224011	318
ENSG00000224012	305
ENSG00000224014	270
ENSG00000224015	381
ENSG00000224016	291
ENSG00000224017	1220
ENSG00000224018	693
ENSG00000224019	477
ENSG00000224020	662
ENSG00000224023	3432
ENSG00000224025	2860
ENSG00000224027	577
ENSG00000224028	444
ENSG00000224029	639
ENSG00000224031	361
ENSG00000224032	3344
ENSG00000224033	1279
ENSG00000224034	692
ENSG00000224035	1786
ENSG00000224038	476
ENSG00000224039	1458
ENSG00000224040	290
ENSG00000224041	396
ENSG00000224042	472
ENSG00000224043	910
ENSG00000224045	526
ENSG00000224046	888
ENSG00000224048	1354
ENSG00000224049	778
ENSG00000224050	590
ENSG00000224051	2556
ENSG00000224054	1569
ENSG00000224055	803
ENSG00000224057	2806
ENSG00000224058	634
ENSG00000224059	1865
ENSG00000224060	782
ENSG00000224061	487
ENSG00000224062	427
ENSG00000224063	1472
ENSG00000224064	397
ENSG00000224065	166
ENSG00000224066	1357
ENSG00000224067	413
ENSG00000224069	532
ENSG00000224070	291
ENSG00000224071	1565
ENSG00000224072	2299
ENSG00000224074	3446
ENSG00000224075	427
ENSG00000224076	619
ENSG00000224077	483
ENSG00000224078	43324
ENSG00000224079	869
ENSG00000224080	447
ENSG00000224081	10245
ENSG00000224082	2112
ENSG00000224083	1528
ENSG00000224085	458
ENSG00000224086	37852
ENSG00000224087	578
ENSG00000224089	1298
ENSG00000224090	1992
ENSG00000224091	522
ENSG00000224092	764
ENSG00000224093	1954
ENSG00000224094	402
ENSG00000224095	437
ENSG00000224097	1651
ENSG00000224099	989
ENSG00000224100	437
ENSG00000224101	528
ENSG00000224104	276
ENSG00000224106	520
ENSG00000224107	700
ENSG00000224109	1945
ENSG00000224110	1122
ENSG00000224114	433
ENSG00000224116	5417
ENSG00000224117	1024
ENSG00000224121	416
ENSG00000224122	381
ENSG00000224124	1285
ENSG00000224126	497
ENSG00000224127	670
ENSG00000224128	468
ENSG00000224129	897
ENSG00000224132	350
ENSG00000224134	481
ENSG00000224136	471
ENSG00000224137	492
ENSG00000224138	516
ENSG00000224141	1454
ENSG00000224142	561
ENSG00000224144	985
ENSG00000224149	2203
ENSG00000224151	589
ENSG00000224152	1494
ENSG00000224153	4058
ENSG00000224155	849
ENSG00000224157	413
ENSG00000224159	646
ENSG00000224160	198
ENSG00000224161	348
ENSG00000224162	251
ENSG00000224163	543
ENSG00000224164	557
ENSG00000224165	5651
ENSG00000224166	445
ENSG00000224167	587
ENSG00000224169	403
ENSG00000224172	811
ENSG00000224173	1008
ENSG00000224174	327
ENSG00000224177	1650
ENSG00000224183	480
ENSG00000224184	3876
ENSG00000224185	835
ENSG00000224186	6650
ENSG00000224187	1713
ENSG00000224188	436
ENSG00000224189	5110
ENSG00000224190	450
ENSG00000224192	535
ENSG00000224194	568
ENSG00000224195	445
ENSG00000224203	486
ENSG00000224204	1906
ENSG00000224205	699
ENSG00000224207	255
ENSG00000224208	640
ENSG00000224209	4490
ENSG00000224210	574
ENSG00000224215	892
ENSG00000224216	1721
ENSG00000224217	348
ENSG00000224218	110
ENSG00000224219	135
ENSG00000224220	414
ENSG00000224221	730
ENSG00000224222	524
ENSG00000224223	3031
ENSG00000224224	784
ENSG00000224227	1023
ENSG00000224228	808
ENSG00000224231	553
ENSG00000224232	678
ENSG00000224233	936
ENSG00000224236	1675
ENSG00000224237	203
ENSG00000224238	2060
ENSG00000224239	497
ENSG00000224240	319
ENSG00000224243	545
ENSG00000224244	656
ENSG00000224245	501
ENSG00000224247	1376
ENSG00000224250	299
ENSG00000224251	482
ENSG00000224252	285
ENSG00000224254	480
ENSG00000224255	706
ENSG00000224256	245
ENSG00000224257	467
ENSG00000224259	3155
ENSG00000224260	1069
ENSG00000224261	886
ENSG00000224263	300
ENSG00000224265	391
ENSG00000224267	347
ENSG00000224269	339
ENSG00000224271	2276
ENSG00000224272	2250
ENSG00000224273	690
ENSG00000224274	326
ENSG00000224276	401
ENSG00000224277	612
ENSG00000224278	540
ENSG00000224279	164
ENSG00000224280	2976
ENSG00000224281	3065
ENSG00000224282	576
ENSG00000224286	1527
ENSG00000224287	2278
ENSG00000224288	1109
ENSG00000224289	1194
ENSG00000224291	203
ENSG00000224292	653
ENSG00000224294	2228
ENSG00000224295	1479
ENSG00000224296	535
ENSG00000224297	521
ENSG00000224299	526
ENSG00000224300	942
ENSG00000224301	505
ENSG00000224302	255
ENSG00000224307	583
ENSG00000224308	1997
ENSG00000224309	5110
ENSG00000224310	2907
ENSG00000224311	379
ENSG00000224312	335
ENSG00000224314	540
ENSG00000224315	703
ENSG00000224316	731
ENSG00000224318	883
ENSG00000224321	490
ENSG00000224322	567
ENSG00000224323	460
ENSG00000224324	262
ENSG00000224326	349
ENSG00000224328	738
ENSG00000224329	913
ENSG00000224330	359
ENSG00000224331	310
ENSG00000224333	1007
ENSG00000224334	1165
ENSG00000224335	217
ENSG00000224336	764
ENSG00000224337	844
ENSG00000224338	565
ENSG00000224339	892
ENSG00000224340	337
ENSG00000224341	959
ENSG00000224342	554
ENSG00000224344	426
ENSG00000224346	1222
ENSG00000224347	570
ENSG00000224348	303
ENSG00000224349	349
ENSG00000224351	309
ENSG00000224352	144
ENSG00000224353	1973
ENSG00000224354	1006
ENSG00000224356	3635
ENSG00000224357	911
ENSG00000224358	2150
ENSG00000224359	357
ENSG00000224361	584
ENSG00000224363	2502
ENSG00000224365	121
ENSG00000224366	261
ENSG00000224367	3166
ENSG00000224368	559
ENSG00000224370	337
ENSG00000224371	891
ENSG00000224372	135
ENSG00000224373	495
ENSG00000224374	216
ENSG00000224375	253
ENSG00000224376	1597
ENSG00000224382	2462
ENSG00000224383	4142
ENSG00000224384	481
ENSG00000224387	455
ENSG00000224388	382
ENSG00000224389	7174
ENSG00000224391	1184
ENSG00000224394	587
ENSG00000224396	1221
ENSG00000224397	2451
ENSG00000224400	477
ENSG00000224401	740
ENSG00000224402	5756
ENSG00000224403	655
ENSG00000224404	519
ENSG00000224405	575
ENSG00000224406	2692
ENSG00000224407	1029
ENSG00000224408	294
ENSG00000224409	395
ENSG00000224410	208
ENSG00000224411	2196
ENSG00000224412	178
ENSG00000224413	2198
ENSG00000224414	2869
ENSG00000224415	591
ENSG00000224416	570
ENSG00000224417	2559
ENSG00000224418	1278
ENSG00000224419	1299
ENSG00000224420	1718
ENSG00000224421	235
ENSG00000224424	3917
ENSG00000224425	1026
ENSG00000224426	567
ENSG00000224427	316
ENSG00000224429	1859
ENSG00000224430	1467
ENSG00000224431	3556
ENSG00000224435	1649
ENSG00000224436	237
ENSG00000224437	505
ENSG00000224438	468
ENSG00000224439	878
ENSG00000224440	431
ENSG00000224442	1115
ENSG00000224443	395
ENSG00000224445	1045
ENSG00000224447	223
ENSG00000224448	526
ENSG00000224451	569
ENSG00000224452	401
ENSG00000224458	1724
ENSG00000224459	639
ENSG00000224462	1893
ENSG00000224463	154
ENSG00000224464	747
ENSG00000224465	574
ENSG00000224466	718
ENSG00000224467	503
ENSG00000224468	479
ENSG00000224469	570
ENSG00000224470	8542
ENSG00000224471	321
ENSG00000224473	580
ENSG00000224475	776
ENSG00000224476	306
ENSG00000224477	327
ENSG00000224478	1632
ENSG00000224479	3606
ENSG00000224481	2157
ENSG00000224482	1181
ENSG00000224484	550
ENSG00000224485	430
ENSG00000224486	634
ENSG00000224488	1399
ENSG00000224490	2558
ENSG00000224493	670
ENSG00000224494	1150
ENSG00000224497	318
ENSG00000224498	1376
ENSG00000224500	418
ENSG00000224504	2672
ENSG00000224505	696
ENSG00000224506	2963
ENSG00000224509	642
ENSG00000224510	177
ENSG00000224511	2998
ENSG00000224513	435
ENSG00000224514	1021
ENSG00000224515	462
ENSG00000224516	680
ENSG00000224517	603
ENSG00000224518	131
ENSG00000224519	333
ENSG00000224520	1447
ENSG00000224521	1331
ENSG00000224523	747
ENSG00000224524	238
ENSG00000224525	766
ENSG00000224529	1078
ENSG00000224530	458
ENSG00000224531	4688
ENSG00000224532	506
ENSG00000224533	1845
ENSG00000224535	359
ENSG00000224536	1516
ENSG00000224537	1087
ENSG00000224539	3381
ENSG00000224540	1224
ENSG00000224541	392
ENSG00000224543	222
ENSG00000224545	367
ENSG00000224546	1850
ENSG00000224547	752
ENSG00000224548	314
ENSG00000224549	447
ENSG00000224550	246
ENSG00000224551	547
ENSG00000224553	348
ENSG00000224555	301
ENSG00000224556	237
ENSG00000224557	1600
ENSG00000224559	3516
ENSG00000224560	574
ENSG00000224563	494
ENSG00000224565	750
ENSG00000224566	477
ENSG00000224567	394
ENSG00000224568	1612
ENSG00000224569	863
ENSG00000224570	1797
ENSG00000224571	480
ENSG00000224573	231
ENSG00000224574	552
ENSG00000224577	699
ENSG00000224578	1924
ENSG00000224579	327
ENSG00000224582	4277
ENSG00000224583	441
ENSG00000224584	439
ENSG00000224585	123
ENSG00000224586	2002
ENSG00000224589	712
ENSG00000224590	344
ENSG00000224592	684
ENSG00000224593	713
ENSG00000224594	460
ENSG00000224595	582
ENSG00000224596	4427
ENSG00000224597	4995
ENSG00000224598	640
ENSG00000224599	706
ENSG00000224600	350
ENSG00000224602	335
ENSG00000224603	379
ENSG00000224604	950
ENSG00000224605	442
ENSG00000224606	436
ENSG00000224607	335
ENSG00000224609	4595
ENSG00000224610	828
ENSG00000224611	217
ENSG00000224612	383
ENSG00000224613	638
ENSG00000224614	2096
ENSG00000224616	2776
